continent,airport,year,month,flight_count
North Americas,KDFW,2021,12,26482
North Americas,KLAS,2021,1,10792
North Americas,KLAS,2021,2,10565
North Americas,KLAS,2021,3,14138
North Americas,KLAS,2021,4,15346
North Americas,KLAS,2021,5,16881
North Americas,KLAS,2021,6,18455
North Americas,KLAS,2021,7,19980
North Americas,KLAS,2021,8,19816
North Americas,KLAS,2021,9,19394
North Americas,KLAS,2021,10,21964
North Americas,KLAS,2021,11,19419
North Americas,KLAS,2021,12,19656
North Americas,KLAX,2021,1,14011
North Americas,KLAX,2021,2,12427
North Americas,KLAX,2021,3,15627
North Americas,KLAX,2021,4,16761
North Americas,KLAX,2021,5,17962
North Americas,KLAX,2021,6,21402
North Americas,KLAX,2021,7,23381
North Americas,KLAX,2021,8,23443
North Americas,KLAX,2021,9,20488
North Americas,KLAX,2021,10,21512
North Americas,KLAX,2021,11,21220
North Americas,KLAX,2021,12,22669
North Americas,KORD,2021,1,17382
North Americas,KORD,2021,2,16415
North Americas,KORD,2021,3,21057
North Americas,KORD,2021,4,22836
North Americas,KORD,2021,5,26002
North Americas,KORD,2021,6,31025
North Americas,KORD,2021,7,35206
North Americas,KORD,2021,8,34126
North Americas,KORD,2021,9,30611
North Americas,KORD,2021,10,32550
North Americas,KORD,2021,11,29357
North Americas,KORD,2021,12,30551
North Americas,KATL,2022,1,27969
North Americas,KATL,2022,2,24873
North Americas,KATL,2022,3,29191
North Americas,KATL,2022,4,29037
North Americas,KATL,2022,5,30048
North Americas,KDFW,2022,1,25339
North Americas,KDFW,2022,2,19569
North Americas,KDFW,2022,3,21235
North Americas,KDFW,2022,4,22649
North Americas,KDFW,2022,5,24960
North Americas,KLAS,2022,1,18293
North Americas,KLAS,2022,2,17058
North Americas,KLAS,2022,3,20764
North Americas,KLAS,2022,4,20671
North Americas,KLAS,2022,5,21998
North Americas,KLAX,2022,1,21209
North Americas,KLAX,2022,2,18224
North Americas,KLAX,2022,3,21057
North Americas,KLAX,2022,4,21468
North Americas,KLAX,2022,5,21842
North Americas,KORD,2022,1,26756
North Americas,KORD,2022,2,23977
North Americas,KORD,2022,3,28972
North Americas,KORD,2022,4,29291
