continent,airport,year,month,flight_count
Oceania,YBBN,2019,1,8562
Oceania,YBBN,2019,2,7913
Oceania,YBBN,2019,3,8647
Oceania,YBBN,2019,4,8558
Oceania,YBBN,2019,5,8573
Oceania,YBBN,2019,6,8344
Oceania,YBBN,2019,7,9187
Oceania,YBBN,2019,8,8821
Oceania,YBBN,2019,9,8416
Oceania,YBBN,2019,10,9084
Oceania,YBBN,2019,11,8622
Oceania,YBBN,2019,12,8368
Oceania,YMML,2019,1,10291
Oceania,YMML,2019,2,9242
Oceania,YMML,2019,3,10130
Oceania,YMML,2019,4,9957
Oceania,YMML,2019,5,9699
Oceania,YMML,2019,6,9263
Oceania,YMML,2019,7,10414
Oceania,YMML,2019,8,9804
Oceania,YMML,2019,9,9486
Oceania,YMML,2019,10,10365
Oceania,YMML,2019,11,9976
Oceania,YMML,2019,12,9871
Oceania,YPPH,2019,1,5354
Oceania,YPPH,2019,2,4839
Oceania,YPPH,2019,3,5201
Oceania,YPPH,2019,4,5269
Oceania,YPPH,2019,5,5385
Oceania,YPPH,2019,6,5030
Oceania,YPPH,2019,7,5650
Oceania,YPPH,2019,8,5294
Oceania,YPPH,2019,9,5109
Oceania,YPPH,2019,10,5671
Oceania,YPPH,2019,11,5296
Oceania,YPPH,2019,12,5268
Oceania,YSBK,2019,1,2729
Oceania,YSBK,2019,2,2940
Oceania,YSBK,2019,3,3166
Oceania,YSBK,2019,4,2892
Oceania,YSBK,2019,5,3188
Oceania,YSBK,2019,6,2769
Oceania,YSBK,2019,7,2906
Oceania,YSBK,2019,8,2740
Oceania,YSBK,2019,9,2892
Oceania,YSBK,2019,10,3083
Oceania,YSBK,2019,11,2755
Oceania,YSBK,2019,12,2177
Oceania,YSSY,2019,1,13622
Oceania,YSSY,2019,2,12933
Oceania,YSSY,2019,3,14042
Oceania,YSSY,2019,4,13846
Oceania,YSSY,2019,5,13838
Oceania,YSSY,2019,6,13191
Oceania,YSSY,2019,7,14390
Oceania,YSSY,2019,8,13826
Oceania,YSSY,2019,9,13407
Oceania,YSSY,2019,10,14856
Oceania,YSSY,2019,11,14002
Oceania,YSSY,2019,12,13353
Oceania,YBBN,2020,1,8111
Oceania,YBBN,2020,2,7911
Oceania,YBBN,2020,3,6960
Oceania,YBBN,2020,4,2092
Oceania,YBBN,2020,5,2011
Oceania,YBBN,2020,6,2405
Oceania,YBBN,2020,7,3316
Oceania,YBBN,2020,8,3438
Oceania,YBBN,2020,9,3482
Oceania,YBBN,2020,10,3543
Oceania,YBBN,2020,11,3812
Oceania,YBBN,2020,12,5409
Oceania,YMML,2020,1,9620
Oceania,YMML,2020,2,9118
Oceania,YMML,2020,3,7662
Oceania,YMML,2020,4,1165
Oceania,YMML,2020,5,1200
Oceania,YMML,2020,6,1443
Oceania,YMML,2020,7,1369
Oceania,YMML,2020,8,1000
Oceania,YMML,2020,9,1090
Oceania,YMML,2020,10,1123
Oceania,YMML,2020,11,1549
Oceania,YMML,2020,12,4154
Oceania,YPPH,2020,1,5097
Oceania,YPPH,2020,2,5064
Oceania,YPPH,2020,3,5130
Oceania,YPPH,2020,4,2719
Oceania,YPPH,2020,5,2490
Oceania,YPPH,2020,6,2821
Oceania,YPPH,2020,7,3316
Oceania,YPPH,2020,8,3342
Oceania,YPPH,2020,9,3595
Oceania,YPPH,2020,10,3711
Oceania,YPPH,2020,11,3668
Oceania,YPPH,2020,12,4277
Oceania,YSBK,2020,1,2412
Oceania,YSBK,2020,2,2672
Oceania,YSBK,2020,3,2444
Oceania,YSBK,2020,4,1564
Oceania,YSBK,2020,5,2082
Oceania,YSBK,2020,6,2775
Oceania,YSBK,2020,7,2723
Oceania,YSBK,2020,8,2669
Oceania,YSBK,2020,9,2945
Oceania,YSBK,2020,10,2792
Oceania,YSBK,2020,11,2999
Oceania,YSBK,2020,12,2249
Oceania,YSSY,2020,1,12952
Oceania,YSSY,2020,2,12673
Oceania,YSSY,2020,3,10684
Oceania,YSSY,2020,4,2001
Oceania,YSSY,2020,5,2137
Oceania,YSSY,2020,6,2509
Oceania,YSSY,2020,7,3245
Oceania,YSSY,2020,8,2731
Oceania,YSSY,2020,9,2794
Oceania,YSSY,2020,10,3323
Oceania,YSSY,2020,11,4110
Oceania,YSSY,2020,12,5962
Oceania,YBBN,2021,1,4539
Oceania,YBBN,2021,2,4481
Oceania,YBBN,2021,3,5609
Oceania,YBBN,2021,4,5686
Oceania,YBBN,2021,5,6140
Oceania,YBBN,2021,6,5971
Oceania,YBBN,2021,7,4694
Oceania,YBBN,2021,8,3214
Oceania,YBBN,2021,9,3609
Oceania,YBBN,2021,10,4164
Oceania,YBBN,2021,11,4139
Oceania,YBBN,2021,12,5887
Oceania,YMML,2021,1,3671
Oceania,YMML,2021,2,3047
Oceania,YMML,2021,3,4942
Oceania,YMML,2021,4,6818
Oceania,YMML,2021,5,6698
Oceania,YMML,2021,6,3476
Oceania,YMML,2021,7,3580
Oceania,YMML,2021,8,1728
Oceania,YMML,2021,9,1401
Oceania,YMML,2021,10,1556
Oceania,YMML,2021,11,2658
Oceania,YMML,2021,12,6128
Oceania,YPPH,2021,1,3857
Oceania,YPPH,2021,2,3556
Oceania,YPPH,2021,3,4517
Oceania,YPPH,2021,4,4466
Oceania,YPPH,2021,5,4482
Oceania,YPPH,2021,6,4442
Oceania,YPPH,2021,7,4121
Oceania,YPPH,2021,8,4142
Oceania,YPPH,2021,9,3959
Oceania,YPPH,2021,10,4152
Oceania,YPPH,2021,11,4072
Oceania,YPPH,2021,12,4176
Oceania,YSBK,2021,1,2527
Oceania,YSBK,2021,2,2776
Oceania,YSBK,2021,3,2939
Oceania,YSBK,2021,4,2996
Oceania,YSBK,2021,5,2688
Oceania,YSBK,2021,6,2237
Oceania,YSBK,2021,7,1324
Oceania,YSBK,2021,8,1310
Oceania,YSBK,2021,9,1150
Oceania,YSBK,2021,10,2349
Oceania,YSBK,2021,11,2484
Oceania,YSBK,2021,12,2684
Oceania,YSSY,2021,1,3676
Oceania,YSSY,2021,2,5057
Oceania,YSSY,2021,3,7582
Oceania,YSSY,2021,4,9360
Oceania,YSSY,2021,5,9291
Oceania,YSSY,2021,6,7586
Oceania,YSSY,2021,7,3158
Oceania,YSSY,2021,8,2472
Oceania,YSSY,2021,9,2276
Oceania,YSSY,2021,10,2847
Oceania,YSSY,2021,11,4715
Oceania,YSSY,2021,12,8483
Oceania,YBBN,2022,1,5413
Oceania,YBBN,2022,2,4658
Oceania,YBBN,2022,3,6270
Oceania,YBBN,2022,4,6961
Oceania,YBBN,2022,5,7178
Oceania,YMML,2022,1,6083
Oceania,YMML,2022,2,5047
Oceania,YMML,2022,3,7041
Oceania,YMML,2022,4,8439
Oceania,YMML,2022,5,8257
Oceania,YPPH,2022,1,3513
Oceania,YPPH,2022,2,3542
Oceania,YPPH,2022,3,4435
Oceania,YPPH,2022,4,4506
Oceania,YPPH,2022,5,4941
Oceania,YSBK,2022,1,2454
Oceania,YSBK,2022,2,2495
Oceania,YSBK,2022,3,2649
Oceania,YSBK,2022,4,2890
Oceania,YSBK,2022,5,3324
Oceania,YSSY,2022,1,7854
Oceania,YSSY,2022,2,6990
Oceania,YSSY,2022,3,9408
Oceania,YSSY,2022,4,11470
Oceania,YSSY,2022,5,11603
South Americas,SBBR,2019,1,4095
South Americas,SBBR,2019,2,3782
South Americas,SBBR,2019,3,4041
South Americas,SBBR,2019,4,3517
South Americas,SBBR,2019,5,3654
South Americas,SBBR,2019,6,3321
South Americas,SBBR,2019,7,4057
South Americas,SBBR,2019,8,3586
South Americas,SBBR,2019,9,3131
South Americas,SBBR,2019,10,4004
South Americas,SBBR,2019,11,4167
South Americas,SBBR,2019,12,3940
South Americas,SBGR,2019,1,10271
South Americas,SBGR,2019,2,8952
South Americas,SBGR,2019,3,9517
South Americas,SBGR,2019,4,8735
South Americas,SBGR,2019,5,7743
South Americas,SBGR,2019,6,7501
South Americas,SBGR,2019,7,9149
South Americas,SBGR,2019,8,8987
South Americas,SBGR,2019,9,8170
South Americas,SBGR,2019,10,9150
South Americas,SBGR,2019,11,8853
South Americas,SBGR,2019,12,9494
South Americas,SBKP,2019,1,2714
South Americas,SBKP,2019,2,2569
South Americas,SBKP,2019,3,2679
South Americas,SBKP,2019,4,2690
South Americas,SBKP,2019,5,2891
South Americas,SBKP,2019,6,2648
South Americas,SBKP,2019,7,2461
South Americas,SBKP,2019,8,2496
South Americas,SBKP,2019,9,2459
South Americas,SBKP,2019,10,2956
South Americas,SBKP,2019,11,2999
South Americas,SBKP,2019,12,3077
South Americas,SBSP,2019,1,6078
South Americas,SBSP,2019,2,5406
South Americas,SBSP,2019,3,5761
South Americas,SBSP,2019,4,5540
South Americas,SBSP,2019,5,5553
South Americas,SBSP,2019,6,5264
South Americas,SBSP,2019,7,5708
South Americas,SBSP,2019,8,5540
South Americas,SBSP,2019,9,4893
South Americas,SBSP,2019,10,5960
South Americas,SBSP,2019,11,5726
South Americas,SBSP,2019,12,5339
South Americas,SKBO,2019,1,1828
South Americas,SKBO,2019,10,592
South Americas,SKBO,2019,11,4642
South Americas,SKBO,2019,12,8475
South Americas,SBBR,2020,1,3854
South Americas,SBBR,2020,2,3874
South Americas,SBBR,2020,3,3046
South Americas,SBBR,2020,4,347
South Americas,SBBR,2020,5,423
South Americas,SBBR,2020,6,630
South Americas,SBBR,2020,7,1146
South Americas,SBBR,2020,8,1583
South Americas,SBBR,2020,9,2139
South Americas,SBBR,2020,10,2756
South Americas,SBBR,2020,11,2779
South Americas,SBBR,2020,12,3314
South Americas,SBGR,2020,1,8295
South Americas,SBGR,2020,2,9524
South Americas,SBGR,2020,3,7607
South Americas,SBGR,2020,4,1076
South Americas,SBGR,2020,5,1428
South Americas,SBGR,2020,6,1775
South Americas,SBGR,2020,7,2792
South Americas,SBGR,2020,8,3562
South Americas,SBGR,2020,9,4366
South Americas,SBGR,2020,10,5465
South Americas,SBGR,2020,11,5936
South Americas,SBGR,2020,12,7080
South Americas,SBKP,2020,1,3208
South Americas,SBKP,2020,2,3237
South Americas,SBKP,2020,3,2601
South Americas,SBKP,2020,4,889
South Americas,SBKP,2020,5,1271
South Americas,SBKP,2020,6,1617
South Americas,SBKP,2020,7,1877
South Americas,SBKP,2020,8,2296
South Americas,SBKP,2020,9,2420
South Americas,SBKP,2020,10,2147
South Americas,SBKP,2020,11,2016
South Americas,SBKP,2020,12,1960
South Americas,SBSP,2020,1,5192
South Americas,SBSP,2020,2,5457
South Americas,SBSP,2020,3,4010
South Americas,SBSP,2020,4,282
South Americas,SBSP,2020,5,344
South Americas,SBSP,2020,6,659
South Americas,SBSP,2020,7,951
South Americas,SBSP,2020,8,801
South Americas,SBSP,2020,9,1200
South Americas,SBSP,2020,10,2161
South Americas,SBSP,2020,11,2501
South Americas,SBSP,2020,12,3147
South Americas,SKBO,2020,1,9353
South Americas,SKBO,2020,2,9037
South Americas,SKBO,2020,3,6376
South Americas,SKBO,2020,4,768
South Americas,SKBO,2020,5,1011
South Americas,SKBO,2020,6,930
South Americas,SKBO,2020,7,906
South Americas,SKBO,2020,8,894
South Americas,SKBO,2020,9,1879
South Americas,SKBO,2020,10,3063
South Americas,SKBO,2020,11,4299
South Americas,SKBO,2020,12,5201
South Americas,SBBR,2021,1,3331
South Americas,SBBR,2021,2,2593
South Americas,SBBR,2021,3,2096
South Americas,SBBR,2021,4,1542
South Americas,SBBR,2021,5,2242
South Americas,SBBR,2021,6,2598
South Americas,SBBR,2021,7,3230
South Americas,SBBR,2021,8,3198
South Americas,SBBR,2021,9,2795
South Americas,SBBR,2021,10,2957
South Americas,SBBR,2021,11,1862
South Americas,SBBR,2021,12,3151
South Americas,SBGR,2021,1,7215
South Americas,SBGR,2021,2,5699
South Americas,SBGR,2021,3,4780
South Americas,SBGR,2021,4,4009
South Americas,SBGR,2021,5,4832
South Americas,SBGR,2021,6,5661
South Americas,SBGR,2021,7,7275
South Americas,SBGR,2021,8,7004
South Americas,SBGR,2021,9,5054
South Americas,SBGR,2021,10,695
South Americas,SBGR,2021,11,6468
South Americas,SBGR,2021,12,7326
South Americas,SBKP,2021,1,1856
South Americas,SBKP,2021,2,1911
South Americas,SBKP,2021,3,2353
South Americas,SBKP,2021,4,2656
South Americas,SBKP,2021,5,3056
South Americas,SBKP,2021,6,3266
South Americas,SBKP,2021,7,3583
South Americas,SBKP,2021,8,3807
South Americas,SBKP,2021,9,3379
South Americas,SBKP,2021,10,3552
South Americas,SBKP,2021,11,3711
South Americas,SBKP,2021,12,3745
South Americas,SBSP,2021,1,3461
South Americas,SBSP,2021,2,2598
South Americas,SBSP,2021,3,2102
South Americas,SBSP,2021,4,1473
South Americas,SBSP,2021,5,2187
South Americas,SBSP,2021,6,2673
South Americas,SBSP,2021,7,3793
South Americas,SBSP,2021,8,3512
South Americas,SBSP,2021,9,2647
South Americas,SBSP,2021,10,692
South Americas,SBSP,2021,11,3616
South Americas,SBSP,2021,12,3872
South Americas,SKBO,2021,1,5947
South Americas,SKBO,2021,2,4929
South Americas,SKBO,2021,3,4694
South Americas,SKBO,2021,4,4988
South Americas,SKBO,2021,5,5026
South Americas,SKBO,2021,6,5723
South Americas,SKBO,2021,7,3675
South Americas,SKBO,2021,8,1197
South Americas,SKBO,2021,11,3149
South Americas,SKBO,2021,12,469
South Americas,SBBR,2022,1,3974
South Americas,SBBR,2022,2,3078
South Americas,SBBR,2022,3,3580
South Americas,SBBR,2022,4,3321
South Americas,SBBR,2022,5,2992
South Americas,SBGR,2022,1,950
South Americas,SBGR,2022,2,509
South Americas,SBGR,2022,3,710
South Americas,SBGR,2022,4,411
South Americas,SBGR,2022,5,1046
South Americas,SBKP,2022,1,3324
South Americas,SBKP,2022,2,3126
South Americas,SBKP,2022,3,3699
South Americas,SBKP,2022,4,3258
South Americas,SBKP,2022,5,3266
South Americas,SBSP,2022,1,2788
South Americas,SBSP,2022,2,1918
South Americas,SBSP,2022,3,2267
South Americas,SBSP,2022,4,2572
South Americas,SBSP,2022,5,2344
South Americas,SKBO,2022,1,1
South Americas,SKBO,2022,2,1653
South Americas,SKBO,2022,3,9340
South Americas,SKBO,2022,4,4668
South Americas,SKBO,2022,5,1844
